image_name	things_image_nr	image_category	things_category_nr	face	body	lone_object	human_face	human_body	nh_mammal_face	nh_mammal_body	central_face	central_body	artificial_face	artificial_body	scene	rich_background
locker_05s	13446	locker	942	0	0	0	0	0	0	0	0	0	0	0	1	0
locker_06s	13447	locker	942	0	0	0	0	0	0	0	0	0	0	0	0	1
lollipop_01b	13492	lollipop	946	0	0	1	0	0	0	0	0	0	0	0	0	0
lollipop_02s	13493	lollipop	946	0	0	0	0	0	0	0	0	0	0	0	0	0
lollipop_03s	13494	lollipop	946	0	0	0	0	0	0	0	0	0	0	0	0	0
lollipop_04s	13495	lollipop	946	0	0	0	0	0	0	0	0	0	0	0	0	0
lollipop_05s	13496	lollipop	946	0	0	0	0	0	0	0	0	0	0	0	0	0
lollipop_06n	13497	lollipop	946	0	1	0	0	1	0	0	0	1	0	0	0	0
macadamia_01b	13573	macadamia	952	0	0	0	0	0	0	0	0	0	0	0	0	0
macadamia_02s	13574	macadamia	952	0	0	0	0	0	0	0	0	0	0	0	0	0
macadamia_03s	13575	macadamia	952	0	0	0	0	0	0	0	0	0	0	0	0	0
macadamia_04s	13576	macadamia	952	0	0	0	0	0	0	0	0	0	0	0	0	0
macadamia_05s	13577	macadamia	952	0	0	0	0	0	0	0	0	0	0	0	0	0
macadamia_06n	13578	macadamia	952	0	0	0	0	0	0	0	0	0	0	0	0	0
magnifying_glass_01b	13662	magnifying_glass	959	0	0	1	0	0	0	0	0	0	0	0	0	0
magnifying_glass_02s	13663	magnifying_glass	959	0	0	0	0	0	0	0	0	0	0	0	0	0
magnifying_glass_03s	13664	magnifying_glass	959	0	1	0	0	1	0	0	0	1	0	0	0	0
magnifying_glass_04s	13665	magnifying_glass	959	0	0	0	0	0	0	0	0	0	0	0	0	0
magnifying_glass_05s	13666	magnifying_glass	959	0	0	1	0	0	0	0	0	0	0	0	0	0
magnifying_glass_06s	13667	magnifying_glass	959	0	0	0	0	0	0	0	0	0	0	0	0	0
mailbox_01b	13686	mailbox	961	0	0	0	0	0	0	0	0	0	0	0	0	1
mailbox_02s	13687	mailbox	961	0	0	0	0	0	0	0	0	0	0	0	1	0
mailbox_03s	13688	mailbox	961	0	0	0	0	0	0	0	0	0	0	0	1	0
mailbox_04s	13689	mailbox	961	0	0	0	0	0	0	0	0	0	0	0	0	1
mailbox_05s	13690	mailbox	961	0	0	0	0	0	0	0	0	0	0	0	0	1
mailbox_06s	13691	mailbox	961	1	1	0	0	0	1	1	0	0	0	0	1	0
man_01b	13738	man	964	1	1	0	1	1	0	0	1	1	0	0	1	0
man_02s	13739	man	964	1	1	0	1	1	0	0	1	1	0	0	0	0
man_03s	13740	man	964	1	1	0	1	1	0	0	1	1	0	0	0	1
man_04s	13741	man	964	1	1	0	1	1	0	0	1	1	0	0	0	0
man_05s	13742	man	964	1	1	0	1	1	0	0	1	1	0	0	0	1
man_06s	13743	man	964	1	1	0	1	1	0	0	1	1	0	0	0	1
manatee_01b	13750	manatee	965	1	1	0	0	0	0	0	1	1	0	0	0	1
manatee_02s	13751	manatee	965	1	1	0	0	0	0	0	0	1	0	0	0	1
manatee_03s	13752	manatee	965	1	1	0	0	0	0	0	1	1	0	0	0	0
manatee_04s	13753	manatee	965	1	1	0	0	0	0	0	1	1	0	0	0	1
manatee_05s	13754	manatee	965	1	1	0	0	0	0	0	1	1	0	0	1	0
manatee_06s	13755	manatee	965	1	1	0	0	0	0	0	1	1	0	0	0	0
mandolin_01s	13762	mandolin	966	0	0	0	0	0	0	0	0	0	0	0	0	1
mandolin_02s	13763	mandolin	966	0	0	0	0	0	0	0	0	0	0	0	1	0
mandolin_03n	13764	mandolin	966	0	0	0	0	0	0	0	0	0	0	0	0	1
mandolin_04s	13765	mandolin	966	0	0	0	0	0	0	0	0	0	0	0	1	0
mandolin_05s	13766	mandolin	966	0	0	1	0	0	0	0	0	0	0	0	0	0
mandolin_06s	13767	mandolin	966	0	0	0	0	0	0	0	0	0	0	0	0	0
mango_01b	13774	mango	967	0	0	0	0	0	0	0	0	0	0	0	0	0
mango_02s	13775	mango	967	0	0	0	0	0	0	0	0	0	0	0	0	0
mango_03s	13776	mango	967	0	0	0	0	0	0	0	0	0	0	0	0	0
mango_04s	13777	mango	967	0	0	0	0	0	0	0	0	0	0	0	0	0
mango_05s	13778	mango	967	0	0	0	0	0	0	0	0	0	0	0	0	0
mango_06s	13779	mango	967	0	0	0	0	0	0	0	0	0	0	0	0	0
manhole_01b	13793	manhole	968	0	0	0	0	0	0	0	0	0	0	0	0	1
manhole_02n	13794	manhole	968	0	0	1	0	0	0	0	0	0	0	0	0	0
manhole_03s	13795	manhole	968	0	0	0	0	0	0	0	0	0	0	0	0	0
manhole_04n	13796	manhole	968	0	0	0	0	0	0	0	0	0	0	0	0	0
manhole_05n	13797	manhole	968	0	0	1	0	0	0	0	0	0	0	0	0	0
manhole_06s	13798	manhole	968	0	0	0	0	0	0	0	0	0	0	0	0	0
map_01s	13839	map	971	0	0	0	0	0	0	0	0	0	0	0	0	0
map_02s	13840	map	971	0	1	0	0	1	0	0	0	0	0	0	0	0
map_03s	13841	map	971	0	0	0	0	0	0	0	0	0	0	0	0	0
map_04s	13842	map	971	0	0	0	0	0	0	0	0	0	0	0	0	0
map_05s	13843	map	971	0	0	0	0	0	0	0	0	0	0	0	0	1
map_06s	13844	map	971	0	0	0	0	0	0	0	0	0	0	0	0	0
marijuana_01b	13895	marijuana	975	0	0	0	0	0	0	0	0	0	0	0	0	1
marijuana_02s	13896	marijuana	975	0	0	0	0	0	0	0	0	0	0	0	0	0
marijuana_03s	13897	marijuana	975	0	0	0	0	0	0	0	0	0	0	0	0	0
marijuana_04s	13898	marijuana	975	0	0	0	0	0	0	0	0	0	0	0	0	1
marijuana_05s	13899	marijuana	975	0	0	0	0	0	0	0	0	0	0	0	0	1
marijuana_06n	13900	marijuana	975	0	0	0	0	0	0	0	0	0	0	0	0	0
marshmallow_01b	13934	marshmallow	978	0	0	0	0	0	0	0	0	0	0	0	0	0
marshmallow_02s	13935	marshmallow	978	0	0	0	0	0	0	0	0	0	0	0	0	0
marshmallow_03s	13936	marshmallow	978	0	0	0	0	0	0	0	0	0	0	0	0	0
marshmallow_04s	13937	marshmallow	978	0	0	0	0	0	0	0	0	0	0	0	0	0
marshmallow_05s	13938	marshmallow	978	0	0	0	0	0	0	0	0	0	0	0	0	0
marshmallow_06s	13939	marshmallow	978	0	0	0	0	0	0	0	0	0	0	0	0	0
mascara_01b	13947	mascara	979	1	1	0	1	1	0	0	1	1	0	0	0	0
mascara_02s	13948	mascara	979	0	0	0	0	0	0	0	0	0	0	0	0	0
mascara_03s	13949	mascara	979	0	0	0	0	0	0	0	0	0	0	0	0	0
mascara_04s	13950	mascara	979	0	0	0	0	0	0	0	0	0	0	0	0	0
mascara_05s	13951	mascara	979	1	0	0	1	0	0	0	1	0	0	0	0	0
mascara_06s	13952	mascara	979	0	1	0	0	1	0	0	0	1	0	0	0	0
mask_01b	13977	mask	981	1	1	0	1	1	0	0	1	1	1	0	0	0
mask_02s	13978	mask	981	0	0	0	0	0	0	0	0	0	0	0	0	0
mask_03s	13979	mask	981	1	1	0	1	1	0	0	1	1	1	0	0	0
mask_04s	13980	mask	981	0	0	0	0	0	0	0	0	0	0	0	0	0
mask_05s	13981	mask	981	1	0	0	1	0	0	0	1	0	1	0	0	0
mask_06s	13982	mask	981	0	0	0	0	0	0	0	0	0	0	0	0	0
mast_01b	13992	mast	982	0	0	0	0	0	0	0	0	0	0	0	1	0
mast_02s	13993	mast	982	0	0	0	0	0	0	0	0	0	0	0	0	1
mast_03s	13994	mast	982	0	0	0	0	0	0	0	0	0	0	0	0	1
mast_04s	13995	mast	982	0	0	0	0	0	0	0	0	0	0	0	0	0
mast_05s	13996	mast	982	0	0	0	0	0	0	0	0	0	0	0	0	1
mast_06s	13997	mast	982	0	0	0	0	0	0	0	0	0	0	0	0	1
match_01b	14020	match	984	0	0	1	0	0	0	0	0	0	0	0	0	0
match_02s	14021	match	984	0	0	1	0	0	0	0	0	0	0	0	0	0
match_03s	14022	match	984	0	0	1	0	0	0	0	0	0	0	0	0	0
match_04s	14023	match	984	0	0	1	0	0	0	0	0	0	0	0	0	0
match_05s	14024	match	984	0	1	1	0	1	0	0	0	1	0	0	0	0
match_06s	14025	match	984	0	0	1	0	0	0	0	0	0	0	0	0	0
meat_01b	14071	meat	988	0	0	0	0	0	0	0	0	0	0	0	0	0
meat_02s	14072	meat	988	0	0	0	0	0	0	0	0	0	0	0	0	0
meat_03s	14073	meat	988	0	0	0	0	0	0	0	0	0	0	0	0	0
meat_04s	14074	meat	988	0	1	0	0	1	0	0	0	0	0	0	0	0
meat_05s	14075	meat	988	0	0	0	0	0	0	0	0	0	0	0	0	0
meat_06s	14076	meat	988	0	0	0	0	0	0	0	0	0	0	0	0	0
meat_grinder_01b	14084	meat_grinder	989	0	1	0	0	1	0	0	0	1	0	0	0	1
meat_grinder_02s	14085	meat_grinder	989	0	1	0	0	1	0	0	0	1	0	0	0	0
meat_grinder_03s	14086	meat_grinder	989	0	0	1	0	0	0	0	0	0	0	0	0	0
meat_grinder_04s	14087	meat_grinder	989	0	1	0	0	1	0	0	0	0	0	0	0	0
meat_grinder_05s	14088	meat_grinder	989	0	0	0	0	0	0	0	0	0	0	0	0	0
meat_grinder_06s	14089	meat_grinder	989	0	0	0	0	0	0	0	0	0	0	0	0	1
meatball_01b	14096	meatball	990	0	0	0	0	0	0	0	0	0	0	0	0	0
meatball_02s	14097	meatball	990	0	0	0	0	0	0	0	0	0	0	0	0	0
meatball_03s	14098	meatball	990	0	0	0	0	0	0	0	0	0	0	0	0	0
meatball_04s	14099	meatball	990	0	0	0	0	0	0	0	0	0	0	0	0	0
meatball_05s	14100	meatball	990	0	0	0	0	0	0	0	0	0	0	0	0	0
meatball_06s	14101	meatball	990	0	0	0	0	0	0	0	0	0	0	0	0	0
melon_01b	14163	melon	995	0	0	0	0	0	0	0	0	0	0	0	0	0
melon_02s	14164	melon	995	0	0	0	0	0	0	0	0	0	0	0	0	0
melon_03s	14165	melon	995	0	0	0	0	0	0	0	0	0	0	0	0	0
melon_04s	14166	melon	995	0	0	1	0	0	0	0	0	0	0	0	0	0
melon_05s	14167	melon	995	0	0	0	0	0	0	0	0	0	0	0	0	0
melon_06s	14168	melon	995	0	0	0	0	0	0	0	0	0	0	0	0	0
microphone_01b	14219	microphone	999	0	0	0	0	0	0	0	0	0	0	0	0	0
microphone_02n	14220	microphone	999	0	0	0	0	0	0	0	0	0	0	0	0	0
microphone_03s	14221	microphone	999	0	0	0	0	0	0	0	0	0	0	0	0	0
microphone_04s	14222	microphone	999	0	0	0	0	0	0	0	0	0	0	0	0	0
microphone_05s	14223	microphone	999	0	0	0	0	0	0	0	0	0	0	0	0	0
microphone_06s	14224	microphone	999	0	0	0	0	0	0	0	0	0	0	0	0	0
microscope_01b	14234	microscope	1000	0	0	0	0	0	0	0	0	0	0	0	0	1
microscope_02s	14235	microscope	1000	1	1	0	1	1	0	0	1	1	0	0	0	0
microscope_03s	14236	microscope	1000	0	1	0	0	1	0	0	0	0	0	0	1	0
microscope_04s	14237	microscope	1000	0	0	0	0	0	0	0	0	0	0	0	0	1
microscope_05s	14238	microscope	1000	0	0	0	0	0	0	0	0	0	0	0	0	0
microscope_06s	14239	microscope	1000	1	1	0	1	1	0	0	0	1	0	0	0	1
milk_01b	14260	milk	1002	0	0	1	0	0	0	0	0	0	0	0	0	0
milk_02s	14261	milk	1002	0	0	1	0	0	0	0	0	0	0	0	0	0
milk_03s	14262	milk	1002	0	0	0	0	0	0	0	0	0	0	0	0	0
milk_04s	14263	milk	1002	0	0	0	0	0	0	0	0	0	0	0	0	0
milk_05s	14264	milk	1002	0	0	0	0	0	0	0	0	0	0	0	0	0
milk_06s	14265	milk	1002	0	0	0	0	0	0	0	0	0	0	0	0	0
milkshake_01b	14281	milkshake	1003	0	0	0	0	0	0	0	0	0	0	0	0	1
milkshake_02s	14282	milkshake	1003	0	0	0	0	0	0	0	0	0	0	0	0	0
milkshake_03s	14283	milkshake	1003	0	0	0	0	0	0	0	0	0	0	0	0	0
milkshake_04s	14284	milkshake	1003	1	1	0	1	1	0	0	0	0	0	0	0	1
milkshake_05s	14285	milkshake	1003	0	0	0	0	0	0	0	0	0	0	0	0	0
milkshake_06s	14286	milkshake	1003	0	0	0	0	0	0	0	0	0	0	0	0	0
mirror_01b	14332	mirror	1006	0	0	0	0	0	0	0	0	0	0	0	0	1
mirror_02s	14333	mirror	1006	0	0	0	0	0	0	0	0	0	0	0	0	1
mirror_03s	14334	mirror	1006	0	0	0	0	0	0	0	0	0	0	0	0	0
mirror_04s	14335	mirror	1006	0	0	0	0	0	0	0	0	0	0	0	0	1
mirror_05s	14336	mirror	1006	0	0	0	0	0	0	0	0	0	0	0	0	1
mirror_06s	14337	mirror	1006	0	0	0	0	0	0	0	0	0	0	0	0	1
missile_01b	14344	missile	1007	0	0	0	0	0	0	0	0	0	0	0	1	0
missile_02s	14345	missile	1007	0	1	0	0	1	0	0	0	0	0	0	1	0
missile_03s	14346	missile	1007	0	0	0	0	0	0	0	0	0	0	0	1	0
missile_04s	14347	missile	1007	0	0	0	0	0	0	0	0	0	0	0	1	0
missile_05s	14348	missile	1007	0	0	0	0	0	0	0	0	0	0	0	1	0
missile_06s	14349	missile	1007	0	0	0	0	0	0	0	0	0	0	0	1	0
mistletoe_01b	14361	mistletoe	1008	0	0	0	0	0	0	0	0	0	0	0	0	0
mistletoe_02s	14362	mistletoe	1008	0	0	0	0	0	0	0	0	0	0	0	0	1
mistletoe_03s	14363	mistletoe	1008	0	0	0	0	0	0	0	0	0	0	0	0	0
mistletoe_04s	14364	mistletoe	1008	0	0	0	0	0	0	0	0	0	0	0	0	1
mistletoe_05n	14365	mistletoe	1008	0	0	0	0	0	0	0	0	0	0	0	0	0
mistletoe_06s	14366	mistletoe	1008	0	0	0	0	0	0	0	0	0	0	0	0	0
mitten_01b	14378	mitten	1009	0	0	1	0	0	0	0	0	0	0	0	0	0
mitten_02s	14379	mitten	1009	0	0	1	0	0	0	0	0	0	0	0	0	0
mitten_03s	14380	mitten	1009	0	1	1	0	1	0	0	0	1	0	0	0	0
mitten_04s	14381	mitten	1009	0	0	0	0	0	0	0	0	0	0	0	0	0
mitten_05s	14382	mitten	1009	0	1	0	0	1	0	0	0	1	0	0	0	1
mitten_06s	14383	mitten	1009	0	0	0	0	0	0	0	0	0	0	0	0	0
monkey_01b	14497	monkey	1018	1	1	0	0	0	1	1	1	1	0	0	0	0
monkey_02s	14498	monkey	1018	1	1	0	0	0	1	1	1	1	0	0	0	1
monkey_03s	14499	monkey	1018	1	1	0	0	0	1	1	1	1	0	0	0	1
monkey_04s	14500	monkey	1018	1	1	0	0	0	1	1	1	1	0	0	0	1
monkey_05s	14501	monkey	1018	1	0	0	0	0	1	0	1	0	0	0	0	0
monkey_06s	14502	monkey	1018	1	1	0	0	0	1	1	1	1	0	0	0	0
moose_01b	14516	moose	1019	1	1	0	0	0	1	1	1	1	0	0	1	0
moose_02s	14517	moose	1019	1	1	0	0	0	1	1	1	1	0	0	1	0
moose_03s	14518	moose	1019	1	1	0	0	0	1	1	1	1	0	0	0	0
moose_04s	14519	moose	1019	1	1	0	0	0	1	1	1	1	0	0	0	1
moose_05s	14520	moose	1019	1	1	0	0	0	1	1	1	1	0	0	0	1
moose_06s	14521	moose	1019	1	1	0	0	0	1	1	1	1	0	0	1	0
mop_01b	14528	mop	1020	0	0	0	0	0	0	0	0	0	0	0	0	1
mop_02s	14529	mop	1020	0	0	0	0	0	0	0	0	0	0	0	0	0
mop_03s	14530	mop	1020	0	0	0	0	0	0	0	0	0	0	0	0	0
mop_04s	14531	mop	1020	0	1	0	0	1	0	0	0	0	0	0	0	0
mop_05s	14532	mop	1020	0	0	0	0	0	0	0	0	0	0	0	0	0
mop_06s	14533	mop	1020	0	0	1	0	0	0	0	0	0	0	0	0	0
mosquito_01b	14541	mosquito	1021	0	1	0	0	0	0	0	0	1	0	0	0	0
mosquito_02s	14542	mosquito	1021	0	1	0	0	0	0	0	0	1	0	0	0	0
mosquito_03s	14543	mosquito	1021	1	1	0	0	0	0	0	1	1	0	0	0	0
mosquito_04s	14544	mosquito	1021	0	1	0	0	0	0	0	0	1	0	0	0	0
mosquito_05s	14545	mosquito	1021	1	1	0	0	0	0	0	0	1	0	0	0	0
mosquito_06s	14546	mosquito	1021	1	1	0	0	0	0	0	1	1	0	0	0	0
mosquito_net_01b	14560	mosquito_net	1022	1	1	0	1	1	0	0	1	1	0	0	1	0
mosquito_net_02s	14561	mosquito_net	1022	0	0	0	0	0	0	0	0	0	0	0	1	0
mosquito_net_03s	14562	mosquito_net	1022	0	0	0	0	0	0	0	0	0	0	0	1	0
mosquito_net_04s	14563	mosquito_net	1022	0	0	0	0	0	0	0	0	0	0	0	1	0
mosquito_net_05s	14564	mosquito_net	1022	1	1	0	1	1	0	0	1	1	0	0	1	0
mosquito_net_06s	14565	mosquito_net	1022	0	0	0	0	0	0	0	0	0	0	0	1	0
moth_01b	14585	moth	1024	0	1	0	0	0	0	0	0	1	0	0	0	0
moth_02n	14586	moth	1024	0	1	0	0	0	0	0	0	1	0	0	0	0
moth_03n	14587	moth	1024	0	1	0	0	0	0	0	0	1	0	0	0	0
moth_04n	14588	moth	1024	0	1	0	0	0	0	0	0	1	0	0	0	0
moth_05n	14589	moth	1024	0	1	0	0	0	0	0	0	1	0	0	0	0
moth_06n	14590	moth	1024	0	1	0	0	0	0	0	0	1	0	0	0	0
motorcycle_01b	14617	motorcycle	1026	0	1	0	0	1	0	0	0	0	0	0	1	0
motorcycle_02s	14618	motorcycle	1026	0	0	0	0	0	0	0	0	0	0	0	1	0
motorcycle_03s	14619	motorcycle	1026	0	0	0	0	0	0	0	0	0	0	0	1	0
motorcycle_04s	14620	motorcycle	1026	0	0	0	0	0	0	0	0	0	0	0	1	0
motorcycle_05s	14621	motorcycle	1026	0	1	0	0	1	0	0	0	1	0	0	0	1
motorcycle_06s	14622	motorcycle	1026	0	0	0	0	0	0	0	0	0	0	0	0	1
mouse1_01b	14632	mouse1	1027	1	1	0	0	0	1	1	1	1	0	0	0	0
mouse1_02s	14633	mouse1	1027	1	1	0	0	0	1	1	1	1	0	0	0	0
mouse1_03s	14634	mouse1	1027	1	1	0	0	0	1	1	1	1	0	0	0	1
mouse1_04s	14635	mouse1	1027	1	1	0	0	0	1	1	1	1	0	0	0	0
mouse1_05s	14636	mouse1	1027	1	1	0	0	0	1	1	1	1	0	0	0	0
mouse1_06s	14637	mouse1	1027	1	1	0	0	0	1	1	1	1	0	0	0	1
mousetrap_01b	14679	mousetrap	1030	0	0	0	0	0	0	0	0	0	0	0	0	0
mousetrap_02s	14680	mousetrap	1030	0	0	1	0	0	0	0	0	0	0	0	0	0
mousetrap_03s	14681	mousetrap	1030	0	1	0	0	1	0	0	0	1	0	0	0	0
mousetrap_04n	14682	mousetrap	1030	0	0	0	0	0	0	0	0	0	0	0	0	0
mousetrap_05s	14683	mousetrap	1030	0	0	0	0	0	0	0	0	0	0	0	0	0
mousetrap_06n	14684	mousetrap	1030	0	0	0	0	0	0	0	0	0	0	0	0	0
mousse_01b	14697	mousse	1031	0	0	0	0	0	0	0	0	0	0	0	0	0
mousse_02s	14698	mousse	1031	0	0	0	0	0	0	0	0	0	0	0	0	0
mousse_03s	14699	mousse	1031	0	0	0	0	0	0	0	0	0	0	0	0	0
mousse_04s	14700	mousse	1031	0	0	0	0	0	0	0	0	0	0	0	0	0
mousse_05s	14701	mousse	1031	0	0	0	0	0	0	0	0	0	0	0	0	0
mousse_06s	14702	mousse	1031	0	0	0	0	0	0	0	0	0	0	0	0	0
muffin_01b	14760	muffin	1036	0	0	1	0	0	0	0	0	0	0	0	0	0
muffin_02n	14761	muffin	1036	0	0	0	0	0	0	0	0	0	0	0	0	0
muffin_03n	14762	muffin	1036	0	0	0	0	0	0	0	0	0	0	0	0	0
muffin_04n	14763	muffin	1036	0	0	0	0	0	0	0	0	0	0	0	0	0
muffin_05n	14764	muffin	1036	0	0	0	0	0	0	0	0	0	0	0	0	0
muffin_06n	14765	muffin	1036	0	0	0	0	0	0	0	0	0	0	0	0	1
mushroom_01b	14826	mushroom	1041	0	0	0	0	0	0	0	0	0	0	0	0	0
mushroom_02n	14827	mushroom	1041	0	0	0	0	0	0	0	0	0	0	0	0	1
mushroom_03n	14828	mushroom	1041	0	0	0	0	0	0	0	0	0	0	0	0	0
mushroom_04n	14829	mushroom	1041	0	0	0	0	0	0	0	0	0	0	0	0	0
mushroom_05n	14830	mushroom	1041	0	0	0	0	0	0	0	0	0	0	0	0	1
mushroom_06n	14831	mushroom	1041	0	0	0	0	0	0	0	0	0	0	0	0	1
nacho_01b	14892	nacho	1046	0	1	0	0	1	0	0	0	0	0	0	0	0
nacho_02s	14893	nacho	1046	0	0	0	0	0	0	0	0	0	0	0	0	0
nacho_03s	14894	nacho	1046	0	0	0	0	0	0	0	0	0	0	0	0	0
nacho_04s	14895	nacho	1046	0	0	0	0	0	0	0	0	0	0	0	0	0
nacho_05s	14896	nacho	1046	0	0	0	0	0	0	0	0	0	0	0	0	0
nacho_06n	14897	nacho	1046	0	0	0	0	0	0	0	0	0	0	0	0	0
nail_polish_01b	14947	nail_polish	1050	0	0	0	0	0	0	0	0	0	0	0	0	0
nail_polish_02s	14948	nail_polish	1050	0	0	0	0	0	0	0	0	0	0	0	0	0
nail_polish_03s	14949	nail_polish	1050	0	0	0	0	0	0	0	0	0	0	0	0	1
nail_polish_04s	14950	nail_polish	1050	0	0	0	0	0	0	0	0	0	0	0	0	0
nail_polish_05s	14951	nail_polish	1050	0	1	0	0	1	0	0	0	1	0	0	0	0
nail_polish_06s	14952	nail_polish	1050	0	0	0	0	0	0	0	0	0	0	0	0	1
napkin_ring_01b	14974	napkin_ring	1052	0	0	0	0	0	0	0	0	0	0	0	0	0
napkin_ring_02s	14975	napkin_ring	1052	0	0	0	0	0	0	0	0	0	0	0	0	0
napkin_ring_03s	14976	napkin_ring	1052	0	0	1	0	0	0	0	0	0	0	0	0	0
napkin_ring_04s	14977	napkin_ring	1052	0	0	0	0	0	0	0	0	0	0	0	0	0
napkin_ring_05s	14978	napkin_ring	1052	0	0	0	0	0	0	0	0	0	0	0	0	0
napkin_ring_06s	14979	napkin_ring	1052	0	0	1	0	0	0	0	0	0	0	0	0	0
necklace_01b	15014	necklace	1055	0	1	0	0	1	0	0	0	1	0	0	0	0
necklace_02s	15015	necklace	1055	0	1	0	0	1	0	0	0	1	0	0	0	0
necklace_03s	15016	necklace	1055	0	1	0	0	1	0	0	0	1	0	0	0	0
necklace_04n	15017	necklace	1055	0	0	0	0	0	0	0	0	0	0	0	0	0
necklace_05s	15018	necklace	1055	0	1	0	0	1	0	0	0	1	0	1	0	0
necklace_06s	15019	necklace	1055	0	1	0	0	1	0	0	0	1	0	0	0	0
needle_01s	15029	needle	1056	0	0	0	0	0	0	0	0	0	0	0	0	0
needle_02s	15030	needle	1056	1	1	0	0	0	0	0	1	1	1	1	0	0
needle_03s	15031	needle	1056	0	0	1	0	0	0	0	0	0	0	0	0	0
needle_04s	15032	needle	1056	1	1	0	0	0	0	0	0	1	1	1	0	0
needle_05n	15033	needle	1056	0	0	0	0	0	0	0	0	0	0	0	0	0
needle_06s	15034	needle	1056	0	0	0	0	0	0	0	0	0	0	0	0	0
nest_01b	15041	nest	1057	0	0	0	0	0	0	0	0	0	0	0	0	0
nest_02s	15042	nest	1057	0	0	0	0	0	0	0	0	0	0	0	0	1
nest_03s	15043	nest	1057	0	0	0	0	0	0	0	0	0	0	0	0	0
nest_04s	15044	nest	1057	0	1	0	0	1	0	0	0	1	0	0	0	0
nest_05s	15045	nest	1057	0	0	1	0	0	0	0	0	0	0	0	0	0
nest_06s	15046	nest	1057	0	0	0	0	0	0	0	0	0	0	0	0	0
net_01b	15054	net	1058	0	0	0	0	0	0	0	0	0	0	0	0	0
net_02s	15055	net	1058	0	0	0	0	0	0	0	0	0	0	0	0	0
net_03s	15056	net	1058	0	0	0	0	0	0	0	0	0	0	0	0	1
net_04s	15057	net	1058	0	0	0	0	0	0	0	0	0	0	0	0	0
net_05s	15058	net	1058	0	0	0	0	0	0	0	0	0	0	0	0	0
net_06s	15059	net	1058	0	0	0	0	0	0	0	0	0	0	0	0	0
noodle_01s	15106	noodle	1062	0	0	0	0	0	0	0	0	0	0	0	0	0
noodle_02s	15107	noodle	1062	0	0	0	0	0	0	0	0	0	0	0	0	0
noodle_03s	15108	noodle	1062	0	1	0	0	1	0	0	0	1	0	0	0	0
noodle_04s	15109	noodle	1062	0	0	0	0	0	0	0	0	0	0	0	0	0
noodle_05s	15110	noodle	1062	0	0	0	0	0	0	0	0	0	0	0	0	0
noodle_06s	15111	noodle	1062	0	1	0	0	1	0	0	0	1	0	0	0	0
nose_01b	15133	nose	1064	1	0	0	1	0	0	0	1	0	0	0	0	0
nose_02s	15134	nose	1064	1	0	0	1	0	0	0	1	0	0	0	0	0
nose_03s	15135	nose	1064	1	0	0	1	0	0	0	1	0	0	0	0	0
nose_04s	15136	nose	1064	1	0	0	1	0	0	0	1	0	0	0	0	0
nose_05s	15137	nose	1064	1	0	0	1	0	0	0	1	0	0	0	0	0
nose_06s	15138	nose	1064	1	0	0	1	0	0	0	1	0	0	0	0	0
oar_01b	15195	oar	1069	0	0	0	0	0	0	0	0	0	0	0	0	1
oar_02s	15196	oar	1069	0	0	0	0	0	0	0	0	0	0	0	0	0
oar_03s	15197	oar	1069	0	0	0	0	0	0	0	0	0	0	0	0	1
oar_04s	15198	oar	1069	0	0	0	0	0	0	0	0	0	0	0	0	0
oar_05s	15199	oar	1069	0	0	0	0	0	0	0	0	0	0	0	0	1
oar_06s	15200	oar	1069	0	0	0	0	0	0	0	0	0	0	0	0	1
oatmeal_01s	15208	oatmeal	1070	0	0	0	0	0	0	0	0	0	0	0	0	0
oatmeal_02s	15209	oatmeal	1070	0	0	0	0	0	0	0	0	0	0	0	0	0
oatmeal_03s	15210	oatmeal	1070	0	0	0	0	0	0	0	0	0	0	0	0	0
oatmeal_04s	15211	oatmeal	1070	0	0	0	0	0	0	0	0	0	0	0	0	0
oatmeal_05s	15212	oatmeal	1070	0	0	0	0	0	0	0	0	0	0	0	0	0
oatmeal_06s	15213	oatmeal	1070	0	0	0	0	0	0	0	0	0	0	0	0	0
octopus_01b	15224	octopus	1071	1	1	0	0	0	0	0	1	1	0	0	0	0
octopus_02s	15225	octopus	1071	1	1	0	0	0	0	0	1	1	0	0	0	1
octopus_03s	15226	octopus	1071	0	1	0	0	0	0	0	0	1	0	0	1	0
octopus_04s	15227	octopus	1071	0	1	0	0	0	0	0	0	1	0	0	0	0
octopus_05s	15228	octopus	1071	1	1	0	0	0	0	0	1	1	0	0	1	0
octopus_06s	15229	octopus	1071	0	1	0	0	0	0	0	0	1	0	0	0	0
odometer_01b	15236	odometer	1072	0	0	0	0	0	0	0	0	0	0	0	0	0
odometer_02s	15237	odometer	1072	0	1	0	0	1	0	0	0	1	0	0	0	0
odometer_03s	15238	odometer	1072	0	0	1	0	0	0	0	0	0	0	0	0	0
odometer_04s	15239	odometer	1072	0	0	0	0	0	0	0	0	0	0	0	0	0
odometer_05s	15240	odometer	1072	0	0	0	0	0	0	0	0	0	0	0	0	0
odometer_06s	15241	odometer	1072	0	0	0	0	0	0	0	0	0	0	0	0	0
okra_01b	15281	okra	1075	0	0	0	0	0	0	0	0	0	0	0	0	0
okra_02n	15282	okra	1075	0	0	0	0	0	0	0	0	0	0	0	0	1
okra_03s	15283	okra	1075	0	0	0	0	0	0	0	0	0	0	0	0	0
